app_name,publisher,platform,rank_position,category,rating,review_count,pricing_type,iap_present,subscription_present,core_features,retention_mechanics,personalization_tags,source_url,collected_at,source_kind,niche
"com.supercell.brawlstars","","android","","","","","","","","","","","https://play.google.com/store/apps/details?id=com.supercell.brawlstars","2026-05-21T16:26:21.946Z","google_play","gaming"
"com.nekki.shadowfightarena","","android","","","","","","","","","","","https://play.google.com/store/apps/details?id=com.nekki.shadowfightarena","2026-05-21T16:26:21.946Z","google_play","gaming"
"com.nintendo.zaka","","android","","","","","","","","","","","https://play.google.com/store/apps/details?id=com.nintendo.zaka","2026-05-21T16:26:21.946Z","google_play","gaming"
"com.kiloo.subwaysurf","","android","","","","","","","","","","","https://play.google.com/store/apps/details?id=com.kiloo.subwaysurf","2026-05-21T16:26:21.946Z","google_play","gaming"
"com.miniclip.carrom","","android","","","","","","","","","","","https://play.google.com/store/apps/details?id=com.miniclip.carrom","2026-05-21T16:26:21.946Z","google_play","gaming"
"com.dts.freefiremax","","android","","","","","","","","","","","https://play.google.com/store/apps/details?id=com.dts.freefiremax","2026-05-21T16:26:21.946Z","google_play","gaming"
"com.miniclip.realsniper","","android","","","","","","","","","","","https://play.google.com/store/apps/details?id=com.miniclip.realsniper","2026-05-21T16:26:21.946Z","google_play","gaming"
"com.tgc.sky.android","","android","","","","","","","","","","","https://play.google.com/store/apps/details?id=com.tgc.sky.android","2026-05-21T16:26:21.946Z","google_play","gaming"
"com.geargames.aow","","android","","","","","","","","","","","https://play.google.com/store/apps/details?id=com.geargames.aow","2026-05-21T16:26:21.946Z","google_play","gaming"
"com.mobilechess.gp","","android","","","","","","","","","","","https://play.google.com/store/apps/details?id=com.mobilechess.gp","2026-05-21T16:26:21.946Z","google_play","gaming"
"com.vincentb.MobControl","","android","","","","","","","","","","","https://play.google.com/store/apps/details?id=com.vincentb.MobControl","2026-05-21T16:26:21.946Z","google_play","gaming"
"com.ea.games.simsfreeplay_row","","android","","","","","","","","","","","https://play.google.com/store/apps/details?id=com.ea.games.simsfreeplay_row","2026-05-21T16:26:21.946Z","google_play","gaming"
"com.bandainamcoent.opbrww","","android","","","","","","","","","","","https://play.google.com/store/apps/details?id=com.bandainamcoent.opbrww","2026-05-21T16:26:21.946Z","google_play","gaming"
"com.nekki.shadowfight3","","android","","","","","","","","","","","https://play.google.com/store/apps/details?id=com.nekki.shadowfight3","2026-05-21T16:26:21.946Z","google_play","gaming"
"com.reliancegames.wwemayhem","","android","","","","","","","","","","","https://play.google.com/store/apps/details?id=com.reliancegames.wwemayhem","2026-05-21T16:26:21.946Z","google_play","gaming"
"Subway Surfers","Sybo Games ApS","ios","","Games","4.64789","3718584","free","","","DASH as fast as you can!
DODGE the oncoming trains!

Help Jake, Tricky & Fresh escape from the grumpy Guard and his dog.

- Grind trains with your cool crew!
- Colorful and vivid HD graphics!
- Hoverb","","","https://apps.apple.com/us/app/subway-surfers/id512939461?uo=4","2026-05-21T16:26:20.938Z","app_store","gaming"
"Geometry Dash Lite","RobTop Games AB","ios","","Games","4.30022","244698","free","","","Jump and fly your way through danger in this rhythm-based action platformer!

""Frustratingly wonderful"" - Kotaku

""Geometry Dash provides all of the challenge expected from an “impossible” game while ","","","https://apps.apple.com/us/app/geometry-dash-lite/id698255242?uo=4","2026-05-21T16:26:20.943Z","app_store","gaming"
"Call of Duty®: Mobile","Activision Publishing, Inc.","ios","","Games","4.67068","1989939","free","","","DMZ: Recon introduces a new tactical extraction experience in Call of Duty: Mobile, launching with Serpent Island, a brand-new map, and Building 21, a returning favorite from the original DMZ on PC an","","","https://apps.apple.com/us/app/call-of-duty-mobile/id1287282214?uo=4","2026-05-21T16:26:20.943Z","app_store","gaming"
